campovx_03_vector;6
campovx_10_nom;Capacitación SENCE aprobada AT a controlar
campovx_13_descripcion;Liquidaciones visadas por el SENCE.
campovx_03_vector;7
campovx_10_nom;Retenciones de Honorarios Tasa 10,75%
campovx_13_descripcion;Sumatoria, por Receptor, de la proporción de Renta de Honorarios y Otros (Art. 42 N° 2), Tasa 10,75%, que corresponde a lo que se obtiene dividiendo los honorarios por el total declarado en F1879 y multiplicado por la diferencia entre el total declarado y el monto observado por la observación R08.
campovx_03_vector;9
campovx_10_nom;Retenciones de Segunda Cat. (Cód. 151)
campovx_13_descripcion;Sumatoria de los códigos [151] de Enero a Diciembre de AT Anterior de código [15].
campovx_03_vector;10
campovx_10_nom;F1879 Retenciones Tasa 10,75% y 10% directores por Declarante
campovx_13_descripcion;Sumatoria por declarante de Montos Retenidos por honorarios y otros (Tasa 10,75%) y directores (Tasa 10%).
campovx_03_vector;11
campovx_10_nom;PPM de Segunda Categoría (Cód. 152) con Proporcionalidad de Giros No Pagados
campovx_13_descripcion;Sumatoria de los códigos [152] de Enero a Diciembre de AT Anterior de código [15].
campovx_03_vector;12
campovx_10_nom;PPM por Asesorías Técnicas (Cód. 159)
campovx_13_descripcion;Sumatoria de los códigos [159] de Enero a Diciembre de AT Anterior de código [15].
campovx_03_vector;14
campovx_10_nom;Retenciones a Direc. y Consejeros S.A. (Cód. 153)
campovx_13_descripcion;Sumatoria de los códigos [153] de Enero a Diciembre AT Anterior de código [15].
campovx_03_vector;16
campovx_10_nom;Retenc. 1a Categoría y Mineros (Cód. 50-56)
campovx_13_descripcion;Sumatoria de los códigos [50] y [56] de Enero a Diciembre de AT Anterior de código [15].
campovx_03_vector;17
campovx_10_nom;PPM artesanales u obreros (Cód. 70) con Proporcionalidad de Giros No Pagados
campovx_13_descripcion;Sumatoria de los códigos [70] de Enero a Diciembre de AT Anterior de código [15].
campovx_03_vector;18
campovx_10_nom;Rentas Acc. Ene-Abr
campovx_13_descripcion;Monto de Declarante por Rentas Accesorias Pagadas entre Enero y Abril declaradas en F1887 del AT. a controlar.
campovx_03_vector;19
campovx_10_nom;Mayor Retención Solicitada por Declarante
campovx_13_descripcion;Sumatoria por DECLARANTE de la Mayor Retención Solicitada (Art. 88 L.I.R.).
campovx_03_vector;20
campovx_10_nom;PPM con proporción de giros No Pagados
campovx_13_descripcion;Sumatoria de los F29 vigentes de los PPM pagados y declarados, códigos [62], [66], [70], [122], [123], [152] y [703], de Enero a Diciembre de AT Anterior de código [15].
campovx_03_vector;21
campovx_10_nom;Cumple con requisito art. 14 Ley 20.351 (pre-contrato)
campovx_13_descripcion;"Si el contribuyente mantuvo el número de trabajadores contratados a abril, e informados en F1887, durante los mese de julio a diciembre, informados también en F1887, todos del año comercial anterior; entonces puede hacer uso del beneficio del art. 14 Ley 20.351 (pre-contrato)."
campovx_03_vector;22
campovx_10_nom;Remanente de Cotización Adicional (Cód. 73)
campovx_13_descripcion;Código [73] declarado en período Diciembre AT-1.
campovx_03_vector;24
campovx_10_nom;Anotación Operación IVA (4301 ó 4302)
campovx_13_descripcion;Anotación de Operación IVA (4301 .o. 4302), vigentes al 31.12.AT-1.
campovx_03_vector;25
campovx_10_nom;Donaciones educacionales
campovx_13_descripcion;"Sumatoria, por informado, del monto anual actualizado de la donación valorizada en dinero cuando la columna ""Norma Legal Bajo la Cual se Efectúa la Donación"" sea igual a 4."
campovx_03_vector;26
campovx_10_nom;Donaciones a Univ. e Institutos
campovx_13_descripcion;Sumatoria, por Donante, del monto de las donaciones a Universidades e Institutos Profesionales (Ext. Mineduc, Art. 69 Ley Nº18.681/87).
campovx_03_vector;27
campovx_10_nom;Donaciones a Ley N° 16.271, Ley de Impuesto a las Herencias, Asignaciones y Donaciones
campovx_13_descripcion;"Sumatoria, por informado, del monto anual actualizado de la donación valorizada en dinero cuando la columna ""Norma Legal Bajo la Cual se Efectúa la Donación"" sea igual a 5."
campovx_03_vector;29
campovx_10_nom;Beneficio Tributario regiones extremas
campovx_13_descripcion;Porcentaje de beneficio tributario de contribuyentes de segunda categoría y con inicio de actividad en regiones 1, 11, 12 y Provincia de Chiloé (Unidades 10401, 10402, 10403, 10404, 10405, 10406, 10407, 10408, 10410, 10415), vigente registrado al 25.01.AT, obtenido desde Tabla Zona Extrema, de acuerdo a comuna registrada en Ciclo de Vida.
campovx_03_vector;31
campovx_10_nom;Tasa Promedio Art. 57 bis (AT 2001)
campovx_13_descripcion;Código [706] del AT 2001, sin actualizar.
campovx_03_vector;32
campovx_10_nom;Créd. Emp. Constructoras (Cód. 130 )
campovx_13_descripcion;Código [130] declarado en período Diciembre AT-1.
campovx_03_vector;33
campovx_10_nom;CONAF (D.L. 701)
campovx_13_descripcion;Toma valor 1 si el RUT del contribuyente viene informado en la nómina Superficie de Explotación Forestal Acogidos al D.L. Nº 701, de 1974.
campovx_03_vector;34
campovx_10_nom;F1870 Inversiones en moneda extranjera
campovx_13_descripcion;Sumatoria, por informado, del monto total de las compras de valores transados en moneda extranjera, considerando las facturas de compras y notas de débito, y descontando las notas de crédito.
campovx_03_vector;35
campovx_10_nom;Nro. Soc. con Cont. Simplif.
campovx_13_descripcion;Número de Sociedades con Contabilidad Simplificada en que es Socio (Rut Socio < 50.000.000).
campovx_03_vector;36
campovx_10_nom;Remanente Ahorro Positivo Ejercicio Sigte. (AT 1998)
campovx_13_descripcion;Corresponde al código [362] declarado en el AT1998.
campovx_03_vector;37
campovx_10_nom;Impto. 1a Cat. Rentas Efectivas AT Anterior (Cód. 20)
campovx_13_descripcion;Corresponde al código [20] declarado en el AT Anterior.
campovx_03_vector;38
campovx_10_nom;Impto. 1a Cat. Rentas Presuntas (Cód. 189)
campovx_13_descripcion;Corresponde al código [189] declarado en el AT Anterior, actualizado por el factor de Abril a Diciembre del AT.
campovx_03_vector;42
campovx_10_nom;Categoría de Personas Naturales con Activ. Econ. Vigente
campovx_13_descripcion;Personas naturales con actividad económica vigente registrada al 25.01.AT en Ciclo de Vida (Ruts menores a 48.000.000), con inicio de actividades y sin término de giro (Anotación 37, 5001, 50 o 60).
campovx_03_vector;44
campovx_10_nom;Nro. Declaraciones Juradas Observadas
campovx_13_descripcion;Número de Declaraciones Juradas (F18XX) Observadas por Operación Vector, por declarante, del AT actual.
campovx_03_vector;46
campovx_10_nom;Rentas netas simultaneas
campovx_13_descripcion;Sumatoria, por receptor, de la Renta Total Neta Simultaneamente pagada.
campovx_03_vector;48
campovx_10_nom;Impuesto Único Retenido.
